@relation 'acciones'
@attribute 'accion' { 'luz', 'calefaccion', 'aire-acondicionado', 'planchado', 'secado'}
@attribute 'estancia' {'salon', 'cocina', 'dormitorio_principal', 'pasillo', 'dormitorio_secundario' }
@attribute 'tiempo' numeric
@attribute 'tarifa' numeric
@attribute 'usuario' {'u1','u2','u3','u4'}
@data
'luz','dormitorio_principal',52,0.099,'u1'
'planchado','salon',19,0.15,'u1'
'luz','pasillo',14,0.139,'u1'
'planchado','pasillo',43,0.139,'u1'
'planchado','salon',14,0.099,'u1'
'luz','dormitorio_secundario',61,0.15,'u1'
'planchado','dormitorio_secundario',101,0.15,'u1'
'planchado','dormitorio_principal',86,0.099,'u1'
'luz','pasillo',41,0.139,'u1'
'planchado','dormitorio_principal',18,0.099,'u1'
'planchado','dormitorio_secundario',108,0.099,'u1'
'planchado','dormitorio_secundario',22,0.139,'u1'
'calefaccion','salon',42,0.139,'u1'
'luz','salon',83,0.15,'u1'
'secado','salon',53,0.099,'u1'
'luz','salon',92,0.15,'u1'
'planchado','salon',44,0.15,'u1'
'planchado','dormitorio_secundario',47,0.139,'u1'
'planchado','salon',37,0.099,'u1'
'planchado','dormitorio_principal',63,0.15,'u1'
'calefaccion','cocina',75,0.139,'u1'
'secado','pasillo',62,0.139,'u1'
'planchado','dormitorio_secundario',76,0.139,'u1'
'planchado','pasillo',69,0.099,'u1'
'secado','cocina',52,0.099,'u1'
'secado','dormitorio_principal',117,0.099,'u1'
'luz','dormitorio_secundario',100,0.139,'u1'
'planchado','pasillo',64,0.139,'u1'
'calefaccion','salon',112,0.139,'u1'
'calefaccion','pasillo',73,0.099,'u1'
'calefaccion','cocina',3,0.139,'u1'
'calefaccion','dormitorio_secundario',28,0.099,'u1'
'secado','dormitorio_secundario',37,0.15,'u1'
'calefaccion','dormitorio_principal',67,0.139,'u1'
'calefaccion','salon',21,0.15,'u1'
'secado','cocina',106,0.15,'u1'
'planchado','dormitorio_secundario',13,0.099,'u1'
'planchado','dormitorio_principal',59,0.139,'u1'
'secado','pasillo',22,0.139,'u1'
'secado','dormitorio_secundario',86,0.099,'u1'
'planchado','salon',33,0.139,'u1'
'luz','salon',10,0.15,'u1'
'secado','dormitorio_secundario',22,0.15,'u1'
'secado','salon',69,0.099,'u1'
'secado','dormitorio_principal',80,0.139,'u1'
'planchado','pasillo',84,0.139,'u1'
'secado','cocina',12,0.099,'u1'
'planchado','cocina',47,0.15,'u1'
'planchado','cocina',23,0.099,'u1'
'calefaccion','salon',54,0.139,'u1'
'luz','dormitorio_secundario',42,0.139,'u1'
'luz','salon',120,0.15,'u1'
'calefaccion','salon',23,0.139,'u1'
'secado','dormitorio_secundario',39,0.139,'u1'
'secado','dormitorio_principal',40,0.139,'u1'
'luz','dormitorio_secundario',73,0.139,'u1'
'luz','dormitorio_principal',11,0.139,'u1'
'calefaccion','cocina',17,0.139,'u1'
'luz','pasillo',94,0.139,'u1'
'secado','cocina',17,0.15,'u1'
'secado','dormitorio_secundario',37,0.099,'u1'
'calefaccion','salon',117,0.139,'u1'
'secado','pasillo',116,0.099,'u1'
'luz','cocina',4,0.15,'u1'
'calefaccion','dormitorio_secundario',15,0.099,'u1'
'planchado','cocina',2,0.099,'u1'
'luz','dormitorio_secundario',59,0.099,'u1'
'luz','pasillo',5,0.099,'u1'
'luz','cocina',14,0.15,'u1'
'calefaccion','salon',63,0.15,'u1'
'luz','cocina',36,0.15,'u1'
'secado','pasillo',91,0.139,'u1'
'planchado','dormitorio_principal',85,0.139,'u1'
'luz','dormitorio_principal',30,0.139,'u1'
'luz','dormitorio_principal',86,0.139,'u1'
'secado','salon',38,0.099,'u1'
'planchado','pasillo',118,0.15,'u1'
'luz','cocina',91,0.15,'u1'
'calefaccion','dormitorio_secundario',98,0.15,'u1'
'secado','dormitorio_secundario',51,0.139,'u1'
'calefaccion','dormitorio_principal',22,0.15,'u1'
'planchado','dormitorio_secundario',89,0.15,'u1'
'secado','dormitorio_secundario',38,0.139,'u1'
'secado','pasillo',89,0.099,'u1'
'luz','salon',104,0.099,'u1'
'luz','pasillo',30,0.15,'u1'
'calefaccion','dormitorio_secundario',117,0.099,'u1'
'calefaccion','dormitorio_principal',59,0.15,'u1'
'calefaccion','salon',3,0.15,'u1'
'calefaccion','cocina',67,0.139,'u1'
'secado','dormitorio_principal',71,0.15,'u1'
'secado','pasillo',7,0.099,'u1'
'planchado','dormitorio_secundario',69,0.15,'u1'
'calefaccion','dormitorio_principal',53,0.139,'u1'
'planchado','salon',116,0.139,'u1'
'calefaccion','dormitorio_secundario',63,0.15,'u1'
'luz','dormitorio_principal',70,0.139,'u1'
'calefaccion','dormitorio_principal',16,0.099,'u1'
'secado','pasillo',21,0.15,'u1'
'calefaccion','salon',101,0.099,'u1'
'planchado','dormitorio_secundario',119,0.15,'u1'
'luz','cocina',86,0.099,'u1'
'secado','salon',112,0.099,'u1'
'planchado','dormitorio_secundario',25,0.099,'u1'
'planchado','cocina',75,0.139,'u1'
'planchado','cocina',110,0.099,'u1'
'luz','pasillo',70,0.099,'u1'
'luz','pasillo',4,0.139,'u1'
'calefaccion','cocina',82,0.15,'u1'
'luz','pasillo',51,0.15,'u1'
'calefaccion','salon',10,0.15,'u1'
'secado','pasillo',74,0.099,'u1'
'planchado','cocina',48,0.099,'u1'
'secado','dormitorio_principal',20,0.15,'u1'
'planchado','pasillo',11,0.099,'u1'
'luz','pasillo',17,0.15,'u1'
'secado','dormitorio_principal',110,0.099,'u1'
'calefaccion','salon',65,0.139,'u1'
'calefaccion','pasillo',103,0.139,'u1'
'luz','pasillo',50,0.15,'u1'
'calefaccion','dormitorio_secundario',23,0.099,'u1'
'calefaccion','pasillo',90,0.15,'u1'
'luz','dormitorio_principal',70,0.099,'u1'
'secado','dormitorio_secundario',80,0.099,'u1'
'calefaccion','dormitorio_secundario',109,0.15,'u1'
'planchado','cocina',53,0.139,'u1'
'luz','dormitorio_principal',1,0.099,'u1'
'planchado','salon',4,0.139,'u1'
'luz','cocina',50,0.15,'u1'
'luz','pasillo',53,0.15,'u1'
'calefaccion','dormitorio_secundario',64,0.15,'u1'
'calefaccion','dormitorio_secundario',92,0.139,'u1'
'calefaccion','dormitorio_secundario',53,0.099,'u1'
'secado','pasillo',44,0.139,'u1'
'planchado','dormitorio_secundario',20,0.139,'u1'
'calefaccion','salon',76,0.15,'u1'
'secado','pasillo',73,0.139,'u1'
'planchado','dormitorio_secundario',65,0.15,'u1'
'planchado','dormitorio_principal',55,0.139,'u1'
'planchado','dormitorio_secundario',108,0.139,'u1'
'luz','dormitorio_secundario',37,0.139,'u1'
'planchado','pasillo',75,0.099,'u1'
'calefaccion','salon',1,0.15,'u1'
'secado','dormitorio_principal',7,0.139,'u1'
'planchado','salon',24,0.15,'u1'
'planchado','dormitorio_secundario',104,0.099,'u1'
'secado','dormitorio_principal',56,0.139,'u1'
'secado','dormitorio_principal',61,0.139,'u1'
'calefaccion','dormitorio_secundario',65,0.15,'u1'
'planchado','pasillo',6,0.15,'u1'
'secado','salon',110,0.15,'u1'
'calefaccion','cocina',85,0.139,'u1'
'calefaccion','dormitorio_principal',9,0.139,'u1'
'luz','cocina',73,0.15,'u1'
'secado','dormitorio_principal',107,0.099,'u1'
'secado','salon',63,0.099,'u1'
'planchado','cocina',5,0.139,'u1'
'planchado','dormitorio_secundario',35,0.15,'u1'
'calefaccion','pasillo',112,0.15,'u1'
'luz','cocina',21,0.099,'u1'
'calefaccion','pasillo',30,0.15,'u1'
'calefaccion','dormitorio_principal',12,0.15,'u1'
'luz','pasillo',105,0.15,'u1'
'planchado','cocina',28,0.15,'u1'
'planchado','pasillo',104,0.099,'u1'
'secado','pasillo',108,0.15,'u1'
'calefaccion','dormitorio_secundario',80,0.099,'u1'
'calefaccion','cocina',39,0.139,'u1'
'secado','dormitorio_secundario',46,0.099,'u1'
'secado','dormitorio_principal',114,0.15,'u1'
'luz','salon',2,0.139,'u1'
'planchado','salon',66,0.139,'u1'
'calefaccion','cocina',58,0.099,'u1'
'calefaccion','pasillo',48,0.15,'u1'
'planchado','dormitorio_principal',107,0.15,'u1'
'secado','salon',65,0.15,'u1'
'luz','pasillo',107,0.139,'u1'
'calefaccion','dormitorio_secundario',53,0.15,'u1'
'secado','salon',105,0.15,'u1'
'planchado','dormitorio_secundario',101,0.099,'u1'
'planchado','salon',100,0.15,'u1'
'planchado','dormitorio_principal',88,0.15,'u1'
'planchado','pasillo',60,0.139,'u1'
'secado','cocina',56,0.15,'u1'
'luz','salon',41,0.099,'u1'
'luz','cocina',1,0.139,'u1'
'planchado','cocina',102,0.139,'u1'
'calefaccion','salon',84,0.139,'u1'
'secado','dormitorio_secundario',101,0.099,'u1'
'planchado','cocina',27,0.139,'u1'
'luz','salon',69,0.139,'u1'
'luz','pasillo',1,0.139,'u1'
'secado','dormitorio_secundario',63,0.099,'u1'
'luz','pasillo',27,0.15,'u1'
'luz','pasillo',106,0.099,'u1'
'luz','dormitorio_secundario',74,0.139,'u1'
'luz','pasillo',29,0.139,'u1'
'secado','pasillo',63,0.099,'u1'
'secado','dormitorio_secundario',97,0.139,'u1'
'planchado','salon',20,0.099,'u1'
'luz','dormitorio_secundario',91,0.139,'u1'
'planchado','cocina',62,0.099,'u1'
'planchado','cocina',94,0.139,'u1'
'calefaccion','cocina',112,0.099,'u1'
'planchado','pasillo',108,0.15,'u1'
'planchado','dormitorio_principal',80,0.15,'u1'
'calefaccion','dormitorio_secundario',23,0.139,'u1'
'secado','cocina',69,0.139,'u1'
'secado','cocina',32,0.099,'u1'
'luz','dormitorio_secundario',91,0.15,'u1'
'luz','dormitorio_principal',112,0.15,'u1'
'calefaccion','cocina',10,0.15,'u1'
'calefaccion','cocina',120,0.15,'u1'
'luz','dormitorio_principal',87,0.099,'u1'
'luz','pasillo',62,0.139,'u1'
'luz','dormitorio_secundario',64,0.139,'u1'
'calefaccion','dormitorio_secundario',23,0.099,'u1'
'secado','pasillo',105,0.139,'u1'
'luz','dormitorio_secundario',119,0.15,'u1'
'secado','pasillo',86,0.15,'u1'
'luz','salon',50,0.15,'u1'
'planchado','pasillo',41,0.15,'u1'
'calefaccion','cocina',20,0.139,'u1'
'secado','salon',88,0.139,'u1'
'secado','pasillo',96,0.15,'u1'
'calefaccion','pasillo',21,0.139,'u1'
'calefaccion','dormitorio_secundario',28,0.15,'u1'
'secado','cocina',75,0.15,'u1'
'calefaccion','salon',115,0.15,'u1'
'secado','salon',1,0.139,'u1'
'luz','cocina',91,0.139,'u1'
'calefaccion','dormitorio_secundario',5,0.099,'u1'
'luz','salon',80,0.139,'u1'
'calefaccion','salon',96,0.139,'u1'
'secado','pasillo',75,0.099,'u1'
'secado','dormitorio_secundario',67,0.139,'u1'
'planchado','pasillo',48,0.099,'u1'
'secado','cocina',99,0.15,'u1'
'planchado','cocina',107,0.099,'u1'
'luz','dormitorio_secundario',118,0.139,'u1'
'planchado','cocina',27,0.099,'u1'
'calefaccion','pasillo',77,0.15,'u1'
'planchado','dormitorio_secundario',26,0.139,'u1'
'planchado','salon',105,0.139,'u1'
'secado','dormitorio_principal',53,0.15,'u1'
'luz','salon',101,0.099,'u1'
'secado','dormitorio_secundario',74,0.099,'u1'
'luz','dormitorio_secundario',20,0.099,'u1'
'secado','dormitorio_principal',56,0.15,'u1'
'secado','dormitorio_principal',2,0.099,'u1'
'luz','dormitorio_secundario',65,0.139,'u1'
'calefaccion','salon',39,0.139,'u1'
'calefaccion','salon',92,0.099,'u1'
'secado','cocina',57,0.139,'u1'
'calefaccion','pasillo',86,0.139,'u1'
'secado','dormitorio_secundario',79,0.139,'u1'
'planchado','dormitorio_secundario',68,0.139,'u1'
'calefaccion','dormitorio_principal',43,0.15,'u1'
'planchado','pasillo',111,0.15,'u1'
'planchado','dormitorio_secundario',91,0.139,'u1'
'luz','pasillo',53,0.15,'u1'
'secado','pasillo',32,0.099,'u1'
'luz','cocina',70,0.15,'u1'
'planchado','dormitorio_principal',115,0.15,'u1'
'secado','salon',79,0.15,'u1'
'secado','pasillo',114,0.099,'u1'
'planchado','cocina',65,0.139,'u1'
'planchado','dormitorio_secundario',84,0.099,'u1'
'luz','dormitorio_principal',36,0.15,'u1'
'secado','dormitorio_principal',32,0.139,'u1'
'calefaccion','pasillo',80,0.15,'u1'
'secado','cocina',89,0.139,'u1'
'secado','dormitorio_secundario',33,0.099,'u1'
'planchado','pasillo',63,0.15,'u1'
'calefaccion','pasillo',15,0.15,'u1'
'calefaccion','salon',112,0.099,'u1'
'planchado','dormitorio_principal',96,0.099,'u1'
'luz','cocina',12,0.099,'u1'
'secado','salon',35,0.139,'u1'
'calefaccion','dormitorio_principal',70,0.099,'u1'
'luz','dormitorio_principal',74,0.15,'u1'
'planchado','salon',15,0.139,'u1'
'calefaccion','cocina',83,0.099,'u1'
'luz','cocina',29,0.139,'u1'
'secado','pasillo',67,0.099,'u1'
'calefaccion','dormitorio_principal',17,0.099,'u1'
'luz','cocina',11,0.099,'u1'
'secado','pasillo',14,0.15,'u1'
'planchado','salon',68,0.139,'u1'
'secado','dormitorio_principal',79,0.15,'u1'
'planchado','salon',85,0.139,'u1'
'planchado','dormitorio_principal',11,0.15,'u1'
'calefaccion','pasillo',95,0.139,'u1'
'luz','salon',10,0.139,'u1'
'calefaccion','pasillo',116,0.099,'u1'
'luz','dormitorio_principal',65,0.139,'u1'
'planchado','salon',54,0.139,'u1'
'planchado','cocina',21,0.099,'u1'
'secado','cocina',25,0.139,'u1'
'secado','dormitorio_principal',79,0.15,'u1'
'luz','cocina',94,0.15,'u1'
'calefaccion','cocina',41,0.099,'u1'
'luz','salon',32,0.15,'u1'
'calefaccion','cocina',48,0.139,'u1'
'planchado','cocina',3,0.099,'u1'
'calefaccion','dormitorio_principal',67,0.15,'u1'
'planchado','pasillo',58,0.139,'u1'
'calefaccion','cocina',96,0.15,'u1'
'planchado','dormitorio_principal',49,0.15,'u1'
'secado','pasillo',27,0.15,'u1'
'luz','dormitorio_secundario',100,0.15,'u1'
'secado','salon',4,0.15,'u1'
'planchado','pasillo',109,0.139,'u1'
'secado','cocina',57,0.099,'u1'
'planchado','pasillo',24,0.15,'u1'
'calefaccion','cocina',69,0.15,'u1'
'planchado','salon',77,0.15,'u1'
'luz','pasillo',17,0.099,'u1'
'calefaccion','dormitorio_principal',91,0.15,'u1'
'planchado','cocina',99,0.139,'u1'
'planchado','dormitorio_secundario',4,0.15,'u1'
'calefaccion','dormitorio_secundario',47,0.099,'u1'
'luz','dormitorio_secundario',120,0.15,'u1'
'luz','dormitorio_principal',68,0.139,'u1'
'secado','dormitorio_principal',8,0.099,'u1'
'planchado','dormitorio_secundario',103,0.139,'u1'
'planchado','dormitorio_principal',4,0.099,'u1'
'luz','pasillo',9,0.099,'u1'
'luz','salon',112,0.15,'u1'
'planchado','dormitorio_principal',94,0.15,'u1'
'calefaccion','salon',26,0.15,'u1'
'planchado','dormitorio_secundario',50,0.099,'u1'
'luz','dormitorio_principal',5,0.099,'u1'
'secado','pasillo',24,0.099,'u1'
'calefaccion','cocina',86,0.15,'u1'
'calefaccion','dormitorio_secundario',103,0.139,'u1'
'secado','dormitorio_secundario',31,0.139,'u1'
'planchado','salon',116,0.15,'u1'
'calefaccion','dormitorio_secundario',79,0.139,'u1'
'luz','cocina',116,0.099,'u1'
'luz','dormitorio_secundario',26,0.139,'u1'
'luz','cocina',20,0.099,'u1'
'luz','dormitorio_principal',97,0.139,'u1'
'calefaccion','dormitorio_secundario',55,0.15,'u1'
'calefaccion','dormitorio_secundario',86,0.15,'u1'
'planchado','pasillo',82,0.15,'u1'
'luz','cocina',119,0.139,'u1'
'luz','dormitorio_secundario',115,0.139,'u1'
'calefaccion','cocina',26,0.15,'u1'
'planchado','cocina',11,0.099,'u1'
'calefaccion','dormitorio_secundario',9,0.15,'u1'
'luz','dormitorio_secundario',70,0.099,'u1'
'calefaccion','salon',101,0.099,'u1'
'secado','cocina',33,0.099,'u1'
'secado','pasillo',87,0.15,'u1'
'calefaccion','pasillo',95,0.15,'u1'
'secado','salon',91,0.139,'u1'
'luz','dormitorio_secundario',12,0.139,'u1'
'secado','dormitorio_secundario',109,0.15,'u1'
'planchado','cocina',85,0.139,'u1'
'luz','dormitorio_secundario',31,0.15,'u1'
'secado','dormitorio_secundario',105,0.15,'u1'
'luz','dormitorio_principal',13,0.099,'u1'
'luz','pasillo',21,0.139,'u1'
'luz','dormitorio_principal',66,0.139,'u1'
'planchado','salon',115,0.099,'u1'
'secado','dormitorio_secundario',28,0.15,'u1'
'luz','dormitorio_secundario',72,0.15,'u1'
'calefaccion','dormitorio_secundario',104,0.099,'u1'
'calefaccion','cocina',28,0.15,'u1'
'secado','salon',22,0.139,'u1'
'luz','dormitorio_principal',7,0.099,'u1'
'secado','dormitorio_secundario',9,0.15,'u1'
'secado','salon',17,0.099,'u1'
'calefaccion','dormitorio_principal',34,0.15,'u1'
'planchado','pasillo',18,0.15,'u1'
'secado','dormitorio_principal',16,0.139,'u1'
'planchado','salon',87,0.099,'u1'
'calefaccion','dormitorio_principal',101,0.099,'u1'
'luz','dormitorio_secundario',67,0.099,'u1'
'planchado','cocina',79,0.099,'u1'
'luz','pasillo',39,0.15,'u1'
'calefaccion','salon',94,0.139,'u1'
'planchado','cocina',44,0.15,'u1'
'luz','dormitorio_secundario',117,0.099,'u1'
'calefaccion','cocina',54,0.15,'u1'
'calefaccion','dormitorio_principal',103,0.139,'u1'
'planchado','dormitorio_principal',29,0.099,'u1'
'secado','dormitorio_principal',30,0.15,'u1'
'luz','salon',13,0.099,'u1'
'luz','dormitorio_secundario',111,0.15,'u1'
'planchado','pasillo',9,0.099,'u1'
'secado','pasillo',98,0.15,'u1'
'secado','salon',36,0.15,'u1'
'planchado','pasillo',95,0.099,'u1'
'planchado','salon',17,0.15,'u1'
'luz','salon',73,0.15,'u1'
'luz','cocina',62,0.15,'u1'
'luz','cocina',44,0.15,'u1'
'secado','salon',9,0.099,'u1'
'secado','cocina',13,0.15,'u1'
'luz','pasillo',68,0.15,'u1'
'secado','pasillo',85,0.139,'u1'
'secado','pasillo',81,0.15,'u1'
'planchado','dormitorio_principal',101,0.099,'u1'
'calefaccion','pasillo',110,0.139,'u1'
'luz','pasillo',109,0.099,'u1'
'planchado','pasillo',96,0.139,'u1'
'secado','dormitorio_principal',115,0.15,'u1'
'luz','salon',111,0.139,'u1'
'luz','dormitorio_secundario',115,0.15,'u1'
'secado','pasillo',53,0.099,'u1'
'planchado','dormitorio_principal',16,0.099,'u1'
'planchado','pasillo',107,0.15,'u1'
'luz','cocina',54,0.139,'u1'
'luz','cocina',24,0.099,'u1'
'luz','pasillo',55,0.15,'u1'
'secado','dormitorio_principal',23,0.15,'u1'
'luz','dormitorio_principal',15,0.139,'u1'
'planchado','dormitorio_principal',12,0.15,'u1'
'secado','dormitorio_secundario',36,0.099,'u1'
'calefaccion','dormitorio_secundario',114,0.139,'u1'
'planchado','dormitorio_secundario',56,0.139,'u1'
'secado','cocina',27,0.15,'u1'
'luz','dormitorio_principal',46,0.15,'u1'
'calefaccion','cocina',55,0.099,'u1'
'calefaccion','cocina',42,0.099,'u1'
'secado','dormitorio_secundario',28,0.099,'u1'
'secado','dormitorio_secundario',119,0.099,'u1'
'calefaccion','pasillo',109,0.099,'u1'
'secado','dormitorio_secundario',100,0.139,'u1'
'planchado','dormitorio_principal',22,0.099,'u1'
'calefaccion','pasillo',110,0.139,'u1'
'luz','dormitorio_principal',18,0.099,'u1'
'planchado','cocina',104,0.099,'u1'
'luz','salon',70,0.099,'u1'
'planchado','dormitorio_principal',99,0.139,'u1'
'calefaccion','cocina',109,0.15,'u1'
'planchado','salon',62,0.139,'u1'
'planchado','pasillo',28,0.15,'u1'
'secado','salon',33,0.139,'u1'
'secado','cocina',116,0.099,'u1'
'planchado','dormitorio_secundario',10,0.099,'u1'
'calefaccion','dormitorio_principal',64,0.099,'u1'
'planchado','cocina',26,0.139,'u1'
'planchado','dormitorio_secundario',17,0.139,'u1'
'secado','pasillo',50,0.15,'u1'
'secado','salon',73,0.15,'u1'
'secado','dormitorio_secundario',114,0.15,'u1'
'luz','pasillo',68,0.099,'u1'
'luz','dormitorio_secundario',15,0.139,'u1'
'luz','salon',50,0.15,'u1'
'planchado','dormitorio_principal',79,0.15,'u1'
'calefaccion','dormitorio_secundario',114,0.099,'u1'
'calefaccion','dormitorio_secundario',10,0.099,'u1'
'secado','cocina',113,0.15,'u1'
'planchado','pasillo',34,0.15,'u1'
'planchado','salon',89,0.099,'u1'
'calefaccion','dormitorio_principal',2,0.099,'u1'
'luz','pasillo',99,0.099,'u1'
'luz','dormitorio_secundario',111,0.15,'u1'
'secado','cocina',101,0.15,'u1'
'secado','cocina',36,0.15,'u1'
'planchado','pasillo',74,0.139,'u1'
'calefaccion','dormitorio_secundario',48,0.15,'u1'
'secado','salon',88,0.099,'u1'
'secado','dormitorio_secundario',98,0.099,'u1'
'calefaccion','dormitorio_secundario',31,0.15,'u1'
'calefaccion','dormitorio_principal',98,0.139,'u1'
'secado','pasillo',59,0.099,'u1'
'luz','dormitorio_principal',45,0.139,'u1'
'luz','dormitorio_secundario',38,0.15,'u1'
'calefaccion','dormitorio_secundario',97,0.139,'u1'
'luz','cocina',90,0.099,'u1'
'secado','dormitorio_secundario',114,0.139,'u1'
'secado','salon',110,0.139,'u1'
'calefaccion','pasillo',119,0.15,'u1'
'planchado','pasillo',1,0.15,'u1'
'secado','dormitorio_secundario',2,0.15,'u1'
'secado','pasillo',66,0.15,'u1'
'secado','cocina',102,0.099,'u1'
'luz','dormitorio_principal',77,0.099,'u1'
'secado','salon',46,0.139,'u1'
'secado','salon',86,0.139,'u1'
'calefaccion','dormitorio_secundario',27,0.15,'u1'
'calefaccion','cocina',2,0.15,'u1'
'secado','dormitorio_secundario',101,0.139,'u1'
'planchado','dormitorio_principal',74,0.15,'u1'
'calefaccion','dormitorio_principal',85,0.139,'u1'
'planchado','cocina',8,0.139,'u1'
'luz','pasillo',99,0.139,'u1'
'secado','cocina',19,0.139,'u1'
'luz','salon',19,0.15,'u1'
'calefaccion','salon',39,0.099,'u1'
'planchado','cocina',93,0.15,'u1'
'calefaccion','cocina',105,0.15,'u1'
'secado','dormitorio_principal',118,0.099,'u1'
'planchado','dormitorio_secundario',73,0.139,'u1'
'planchado','cocina',102,0.099,'u1'
'secado','pasillo',57,0.15,'u1'
'calefaccion','pasillo',20,0.139,'u1'
'planchado','cocina',45,0.15,'u1'
'luz','dormitorio_principal',38,0.099,'u1'
'calefaccion','dormitorio_secundario',119,0.099,'u1'
'luz','cocina',75,0.139,'u1'
'planchado','dormitorio_secundario',26,0.15,'u1'
'luz','pasillo',95,0.099,'u1'
'luz','pasillo',117,0.15,'u1'
'planchado','dormitorio_principal',19,0.099,'u1'
'calefaccion','cocina',22,0.15,'u1'
'planchado','salon',14,0.099,'u1'
'secado','salon',108,0.15,'u1'
'secado','cocina',20,0.15,'u1'
'planchado','cocina',96,0.139,'u1'
'secado','dormitorio_principal',92,0.139,'u1'
'secado','dormitorio_principal',45,0.099,'u1'
'secado','pasillo',64,0.099,'u1'
'calefaccion','pasillo',24,0.099,'u1'
'secado','dormitorio_principal',65,0.15,'u1'
'luz','dormitorio_secundario',61,0.15,'u1'
'calefaccion','pasillo',28,0.15,'u1'
'luz','pasillo',78,0.099,'u1'
'secado','dormitorio_principal',38,0.15,'u1'
'secado','cocina',82,0.099,'u1'
'secado','dormitorio_secundario',92,0.099,'u1'
'planchado','cocina',105,0.099,'u1'
'planchado','pasillo',14,0.099,'u1'
'planchado','salon',46,0.15,'u1'
'luz','dormitorio_principal',8,0.15,'u1'
'luz','dormitorio_secundario',120,0.15,'u1'
'planchado','cocina',71,0.099,'u1'
'secado','salon',63,0.139,'u1'
'planchado','pasillo',14,0.15,'u1'
'luz','cocina',46,0.139,'u1'
'planchado','salon',28,0.15,'u1'
'calefaccion','cocina',106,0.099,'u1'
'planchado','dormitorio_principal',104,0.15,'u1'
'planchado','salon',116,0.139,'u1'
'calefaccion','dormitorio_principal',113,0.15,'u1'
'planchado','cocina',7,0.099,'u1'
'luz','salon',86,0.139,'u1'
'luz','dormitorio_principal',62,0.139,'u1'
'planchado','dormitorio_secundario',40,0.139,'u1'
'luz','salon',110,0.099,'u1'
'luz','dormitorio_principal',105,0.139,'u1'
'calefaccion','salon',105,0.139,'u1'
'secado','pasillo',83,0.139,'u1'
'calefaccion','pasillo',118,0.139,'u1'
'planchado','cocina',100,0.139,'u1'
'luz','dormitorio_secundario',55,0.099,'u1'
'luz','cocina',16,0.099,'u1'
'secado','salon',39,0.099,'u1'
'calefaccion','cocina',51,0.15,'u1'
'secado','salon',99,0.099,'u1'
'planchado','dormitorio_principal',67,0.099,'u1'
'calefaccion','dormitorio_secundario',36,0.099,'u1'
'luz','dormitorio_secundario',6,0.15,'u1'
'calefaccion','dormitorio_secundario',118,0.099,'u1'
'calefaccion','dormitorio_principal',108,0.15,'u1'
'planchado','cocina',48,0.15,'u1'
'planchado','dormitorio_principal',38,0.15,'u1'
'luz','pasillo',46,0.099,'u1'
'planchado','cocina',80,0.099,'u1'
'luz','dormitorio_principal',42,0.15,'u1'
'calefaccion','pasillo',56,0.15,'u1'
'secado','pasillo',84,0.099,'u1'
'secado','dormitorio_principal',72,0.099,'u1'
'planchado','pasillo',104,0.139,'u1'
'calefaccion','salon',57,0.15,'u1'
'secado','pasillo',70,0.139,'u1'
'calefaccion','dormitorio_secundario',84,0.099,'u1'
'secado','salon',69,0.15,'u1'
'luz','dormitorio_secundario',50,0.15,'u1'
'calefaccion','cocina',49,0.139,'u1'
'luz','pasillo',4,0.099,'u1'
'calefaccion','pasillo',101,0.099,'u1'
'planchado','cocina',34,0.099,'u1'
'luz','cocina',66,0.099,'u1'
'luz','salon',19,0.15,'u1'
'calefaccion','cocina',24,0.15,'u1'
'secado','cocina',55,0.099,'u1'
'planchado','dormitorio_principal',107,0.15,'u1'
'secado','dormitorio_secundario',39,0.099,'u1'
'secado','salon',42,0.099,'u1'
'calefaccion','salon',29,0.15,'u1'
'planchado','pasillo',2,0.15,'u1'
'secado','dormitorio_secundario',34,0.139,'u1'
'planchado','dormitorio_secundario',85,0.099,'u1'
'planchado','salon',109,0.139,'u1'
'secado','dormitorio_principal',26,0.099,'u1'
'planchado','dormitorio_secundario',6,0.139,'u1'
'secado','pasillo',107,0.139,'u1'
'secado','dormitorio_secundario',93,0.15,'u1'
'calefaccion','dormitorio_principal',42,0.139,'u1'
'calefaccion','pasillo',75,0.15,'u1'
'luz','dormitorio_secundario',114,0.139,'u1'
'luz','pasillo',35,0.139,'u1'
'secado','dormitorio_principal',48,0.139,'u1'
'calefaccion','cocina',53,0.139,'u1'
'secado','cocina',24,0.099,'u1'
'planchado','dormitorio_secundario',81,0.139,'u1'
'planchado','pasillo',38,0.15,'u1'
'calefaccion','dormitorio_secundario',59,0.099,'u1'
'secado','salon',42,0.15,'u1'
'luz','pasillo',89,0.099,'u1'
'planchado','dormitorio_principal',54,0.15,'u1'
'planchado','dormitorio_secundario',106,0.139,'u1'
'luz','dormitorio_secundario',56,0.139,'u1'
'secado','salon',110,0.099,'u1'
'luz','pasillo',105,0.15,'u1'
'calefaccion','dormitorio_principal',70,0.139,'u1'
'calefaccion','pasillo',32,0.15,'u1'
'secado','cocina',112,0.139,'u1'
'secado','cocina',69,0.099,'u1'
'luz','cocina',54,0.099,'u1'
'calefaccion','cocina',44,0.139,'u1'
'calefaccion','cocina',43,0.15,'u1'
'secado','dormitorio_principal',8,0.099,'u1'
'planchado','pasillo',69,0.099,'u1'
'luz','salon',83,0.099,'u1'
'planchado','salon',17,0.139,'u1'
